Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
55-64,Neuropathic Pain,7/13/2010,lyrica,93965,5,5,After 12 years it is an awesome medication.,5,Male,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/10/2010,lyrica,93965,5,2,Ihave been taking Lyrica for 3 month. I have gained 30LBS. I do not think it is helping with the Fibro. My extremities are swollen. And my mid-section is extremely unconfortable carrying 30 to 40 extra pounds. This only adds to the misery of my Fibro.  I am trying to get off Lyrica I have been taking Savella but no relife yet after 25 days,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",7/10/2010,lyrica,93965,5,5,"I have Fibromyalgia and since i started taking it, it's like a godsend for my pain, I still have pain but not as severe as it was, still playing with dosages with doctor",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",7/9/2010,lyrica,93965,4,1,"I was put on Lyrica to help with the pain of my Fibromyalgia, but it didn't help in the least. It actually increased my pain because it made my hands and feet swell up. I already had swelling in my hands due to what the doctors thought was carpal tunnel (it was actually tendonitis), so when the swelling occured it really increased the pain.  The orthopedic I was seeing for my hands couldn't even figure out why I was swelling up!! He didn't even realize it was a side effect!!!! I read it in a magazine one day and took it to him. He finally took me off of it. I will never go on Lyrica again.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",7/8/2010,lyrica,93965,5,4,"Almost immediate improvement of my fybromyalgia symptoms, but also immediate side effects of swollen hands and feet (especially feet). Also distressing weight gain.  I continue taking Lyrica, however, because it is evidently keeping my pain in check.",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
35-44,Other,5/18/2010,lyrica,93965,5,3, ,4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
45-54,Neuropathic Pain,5/18/2010,lyrica,93965,4,4,only med that allows me to walk without severe pain in my feet and legs,4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
13-18,Neuropathic Pain,2/8/2009,lyrica,93965,4,2,I was using lyrica for phantom limb pain after an amputation of my whole left leg due to cancer. I gained 50 pounds in 8ish months. I hate it! Its easy to use but hard to come off of. I went through withdrawl for 4 days. I had to stop taking based on the point my body was swelling. My face blew up like a blimp and my foot is so swollen shoes dont fit. I would not recommend since this is a new drug that is 160.00 every month and not covered from pharmacare. ,2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",9
45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",2/8/2009,lyrica,93965,2,4,"I was diagnosed with fibromyalgia 2 years ago, but have had symptoms for over 20 years. I was given Lyrica for the first time about 9 months ago. It worked great for the pain, but I gained 10 lbs. in 2 weeks and my vision was so blurred that I had to stop. I am currently taking 20 mg oxycontin 3 times a day and I hate it. I was they could find something that works as well as Lyrica, without the side effects.",1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",10
25-34,"Disorder characterized by Stiff, Tender & Painful Muscles",2/7/2009,lyrica,93965,5,3, ,3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
25-34,Other,2/7/2009,lyrica,93965,5,5,I have fibromyalgia and was diagnosed some time ago. I take lyrica and it works great for me. However I have 2 friends that take it and they are having problems with their teeth ever since they started taking it. We looked through all the perscribing and side effects information and saw nothing. I am wondering if anyone else out there is having this same issue.,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",3
55-64,Neuropathic Pain,2/7/2009,lyrica,93965,5,5,Severe pain was not eliminated by any other treatment,5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",2
55-64,Other,2/6/2009,lyrica,93965,5,1,I took Lyrica for two months and gained 11 pounds and have not been able to take the weight back off. It made me so hungry all the time. I felt like I was starving. It didn't do any thing as far as I could tell except make me gain unwanted weight.,1,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",5
45-54,Other,2/5/2009,lyrica,93965,4,4,"Medication worked well but blurry vision side effect may limit me in the dosage I am able to take, that will sucessfully treat Fibro pain as well as seizure disorder.",4,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",1
13-18,Other,2/5/2009,lyrica,93965,5,5,"It is a very effective medication. I was prescribed Lyrica for my severe and random pains throughout my entire body with my Postural Orthostatic Tachycardia Syndrome (P.O.T.S.). I felt an almost immediate change with my pain when I started Lyrica. It lessens my pain, so I can get through my days easier. It has enabled me to go to school everyday without much pain. Before Lyrica, it was a struggle for me to even get out of bed. Now, with Lyrica, I can do a lot more. I may not be getting back to normal entirely yet, but I am sure on my way. ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",0
55-64,Other,2/5/2009,lyrica,93965,5,5,"Lyrcia is a wonder drug. It changed my life for the better. For years I had suffered such horrible all over body pain and within 2 weeks after starting this drug I was almost pain free.
To my dismay I had to stop this wonderful medication because of weight gain and severe blurring of the vision. Also some short term memory loss.
I am back to suffering on a daily basis.
Hopefully someday someone will invent another drug as good as Lyrcia without the side effects.",2,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",5
55-64,Neuropathic Pain,2/5/2009,lyrica,93965,5,5,"I use Lyrica for neuropathy due to Diabetes, and for Fibromyalgia AND for the nerve pain that is associated with Thoracic Outlet Syndrome.  A lot of the time I am unsure how much pain of the pain I have in one site is caused by which ailment.  I DO KNOW one thing for sure though, and that is that Lyrica has given me my life back.  It's given me back the desire to even go to a friends for coffee, or to sit in a park with friends in the spring a read our books.  I am no longer a forced cocoon.  Thank you!  I still walk like a duck, but now I am a happier duck with a large reduction in my neuropathic pain.  I'd have to give this medication 6 stars out of 5.  ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",9
35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",2/4/2009,lyrica,93965,5,5,"I am taking 100 milligrams at night.  I was sooooo afraid to start taking this especially because of weight gain.  I had no weight gain, in fact I lost weight because I could move. Finally, I am able to sit on the floor and play with my kiddies.  I also take skelaxin during the day.  Together they have worked beautifully.  Although a little pricey even with insurance.I cannot stress enough how much this has helped.  My doctor diagnosed me with Fibromyalgia. ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",7
19-24,Neuropathic Pain,2/3/2009,lyrica,93965,5,5,"It helps a lot with the neuropathy. I take 100 3x's a day.  I wouldn't be able to walk without it.

It has also fixed some other weird things too like when I get the incurable itchies amoung other things. ;-) 
I find if I skip a dose or two, when I want to go to bed sometimes I can't sleep.  This doesn't always happen though.

I probable would have shot myself if it wasn't for this drug and how it made my life less miserable. :-)

",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
55-64,Neuropathic Pain,2/2/2009,lyrica,93965,5,5,"Miracle Drug for me!!!!!
For years I have had leg and feet muscle cramps at night after a day of activity. The cramps at night would even attack my large thigh muscles, and the spasms would lock my muscles for up to 5 minutes,  I would be screaming in pain. Hot showers on the effected muscles would give me relief, if I could get to the bathroom. At times the spasm gripped my inner thigh muscle and I could not walk to get to the bathroom for several minutes. I have been of this drug for about 2 months and I have not had a muscle spasm for several weeks. I am so excited.  This is a first for me.  I have tried Flexeril, and Soma, with no relief,  Nothing had relieved the spasms until now. I am only taking 1 pill a day. Can't wait to see my Neurologist again this month to give him this exciting news. ",5,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",16
55-64,Neuropathic Pain,1/31/2009,lyrica,93965,5,3,"I am taking Lyrica for radiculopathy from spinal stenosis.  At first it made me very dizzy and uncoordinated but after a couple days, I adjusted.  I still feel less coordinated and ""high"" at times but if I keep active, those symptoms are less of a problem.  I don't think I want to stay on Lyrica indefinitely because of the likelihood of falling as I get older. It helps with burning and pain in my feet by about 40%. The capsules are small and easy to take.  I have taken it for six months, three times a day.  I have noticed a reduction in relief from burning pain, but question whether it is from worsening of the spinal problem or loss of effectiveness of Lyrica.",3,Female,"Drowsiness,  dizziness ,  dry mouth ,  constipation , difficulty concentrating, or  weight  gain may occur.",6
